index,time
247,1712169140685838
248,1712169140686890
249,1712169140687943
250,1712169140688995
251,1712169140690047
252,1712169140691099
253,1712169140692151
254,1712169140693204
255,1712169140694256
256,1712169140695312
257,1712169140696360
258,1712169140697412
259,1712169140698465
260,1712169140699517
261,1712169140700569
262,1712169140701622
263,1712169140702674
264,1712169140703726
265,1712169140704778
266,1712169140705830
267,1712169140706882
268,1712169140707935
269,1712169140708987
270,1712169140710039
271,1712169140711091
272,1712169140712144
273,1712169140713196
274,1712169140714248
275,1712169140715300
276,1712169140716353
277,1712169140717405
278,1712169140718457
279,1712169140719509
280,1712169140720562
281,1712169140721614
282,1712169140722666
283,1712169140723718
284,1712169140724770
285,1712169140725822
286,1712169140726875
287,1712169140727927
288,1712169140728980
289,1712169140730031
290,1712169140731084
291,1712169140732136
292,1712169140733188
293,1712169140734244
294,1712169140735296
295,1712169140736353
296,1712169140737406
297,1712169140738460
298,1712169140739513
299,1712169140740568
300,1712169140741621
301,1712169140742673
302,1712169140743725
303,1712169140744777
304,1712169140745829
305,1712169140746880
306,1712169140747933
307,1712169140748984
308,1712169140750036
309,1712169140751088
310,1712169140752140
311,1712169140753192
312,1712169140754244
313,1712169140755296
314,1712169140756348
315,1712169140757400
316,1712169140758452
317,1712169140759503
318,1712169140760556
319,1712169140761608
320,1712169140762661
321,1712169140763713
322,1712169140764765
323,1712169140765817
324,1712169140766870
325,1712169140767922
326,1712169140768974
327,1712169140770026
328,1712169140771078
329,1712169140772131
330,1712169140773183
331,1712169140774235
332,1712169140775288
333,1712169140776340
334,1712169140777392
335,1712169140778444
336,1712169140779496
337,1712169140780549
338,1712169140781601
339,1712169140782653
340,1712169140783706
341,1712169140784758
342,1712169140785810
343,1712169140786862
344,1712169140787915
345,1712169140788967
346,1712169140790019
347,1712169140791071
348,1712169140792124
349,1712169140793176
350,1712169140794228
351,1712169140795280
352,1712169140796333
353,1712169140797385
354,1712169140798437
355,1712169140799489
356,1712169140800542
357,1712169140801594
358,1712169140802646
359,1712169140803698
360,1712169140804751
361,1712169140805803
362,1712169140806855
363,1712169140807907
364,1712169140808960
365,1712169140810012
366,1712169140811064
367,1712169140812116
368,1712169140813169
369,1712169140814221
370,1712169140815273
371,1712169140816325
372,1712169140817378
373,1712169140818430
374,1712169140819482
375,1712169140820534
376,1712169140821587
377,1712169140822638
378,1712169140823691
379,1712169140824756
380,1712169140825809
381,1712169140826861
382,1712169140827914
383,1712169140828966
384,1712169140830018
385,1712169140831070
386,1712169140832123
387,1712169140833175
388,1712169140834227
389,1712169140835279
390,1712169140836332
391,1712169140837384
392,1712169140838436
393,1712169140839488
394,1712169140840541
395,1712169140841592
396,1712169140842647
397,1712169140843698
398,1712169140844750
399,1712169140845802
400,1712169140846854
401,1712169140847906
402,1712169140848959
403,1712169140850011
404,1712169140851063
405,1712169140852116
406,1712169140853167
407,1712169140854219
408,1712169140855271
409,1712169140856324
410,1712169140857376
411,1712169140858428
412,1712169140859481
413,1712169140860533
414,1712169140861585
415,1712169140862637
416,1712169140863690
417,1712169140864742
418,1712169140865794
419,1712169140866846
420,1712169140867899
421,1712169140868951
422,1712169140870003
423,1712169140871055
424,1712169140872107
425,1712169140873159
426,1712169140874212
427,1712169140875264
428,1712169140876326
429,1712169140877376
430,1712169140878426
431,1712169140879478
432,1712169140880531
433,1712169140881583
434,1712169140882635
435,1712169140883688
436,1712169140884740
437,1712169140885792
438,1712169140886844
439,1712169140887897
440,1712169140888949
441,1712169140890001
442,1712169140891053
443,1712169140892105
444,1712169140893158
445,1712169140894210
446,1712169140895262
447,1712169140896314
448,1712169140897366
449,1712169140898418
450,1712169140899471
451,1712169140900523
452,1712169140901575
453,1712169140902627
454,1712169140903680
455,1712169140904732
456,1712169140905784
457,1712169140906836
458,1712169140907889
459,1712169140908942
460,1712169140909994
461,1712169140911045
462,1712169140912098
463,1712169140913150
464,1712169140914202
465,1712169140915254
466,1712169140916307
467,1712169140917359
468,1712169140918411
469,1712169140919463
470,1712169140920515
471,1712169140921567
472,1712169140922619
473,1712169140923672
474,1712169140924724
475,1712169140925776
476,1712169140926829
477,1712169140927881
478,1712169140928933
479,1712169140929985
480,1712169140931037
481,1712169140932090
482,1712169140933142
483,1712169140934194
484,1712169140935246
485,1712169140936302
486,1712169140937356
487,1712169140938409
488,1712169140939462
489,1712169140940517
490,1712169140941570
491,1712169140942622
492,1712169140943674
493,1712169140944726
494,1712169140945778
495,1712169140946829
496,1712169140947882
497,1712169140948933
498,1712169140949985
499,1712169140951037
500,1712169140952089
501,1712169140953141
502,1712169140954193
503,1712169140955245
504,1712169140956297
505,1712169140957349
506,1712169140958401
507,1712169140959452
508,1712169140960506
509,1712169140961557
510,1712169140962609
511,1712169140963662
512,1712169140964718
513,1712169140965767
514,1712169140966819
515,1712169140967871
516,1712169140968924
517,1712169140969976
518,1712169140971028
519,1712169140972081
520,1712169140973133
521,1712169140974185
522,1712169140975237
523,1712169140976290
524,1712169140977342
525,1712169140978394
526,1712169140979446
527,1712169140980499
528,1712169140981551
529,1712169140982603
530,1712169140983656
531,1712169140984708
532,1712169140985760
533,1712169140986812
534,1712169140987864
535,1712169140988916
536,1712169140989969
537,1712169140991021
538,1712169140992073
539,1712169140993125
540,1712169140994178
541,1712169140995230
542,1712169140996282
543,1712169140997334
544,1712169140998386
545,1712169140999438
546,1712169141000491
547,1712169141001543
548,1712169141002595
549,1712169141003648
550,1712169141004700
551,1712169141005752
552,1712169141006804
553,1712169141007857
554,1712169141008909
555,1712169141009961
556,1712169141011013
557,1712169141012066
558,1712169141013118
559,1712169141014170
560,1712169141015223
561,1712169141016275
562,1712169141017327
563,1712169141018379
564,1712169141019431
565,1712169141020483
566,1712169141021536
567,1712169141022588
568,1712169141023640
569,1712169141024692
570,1712169141025744
571,1712169141026796
572,1712169141027849
573,1712169141028901
574,1712169141029953
575,1712169141031005
576,1712169141032058
577,1712169141033110
578,1712169141034162
579,1712169141035214
580,1712169141036267
581,1712169141037319
582,1712169141038371
583,1712169141039423
584,1712169141040476
585,1712169141041528
586,1712169141042580
587,1712169141043632
588,1712169141044684
589,1712169141045737
590,1712169141046789
591,1712169141047841
592,1712169141048893
593,1712169141049945
594,1712169141050998
595,1712169141052050
596,1712169141053102
597,1712169141054154
598,1712169141055206
599,1712169141056259
600,1712169141057311
601,1712169141058363
602,1712169141059415
603,1712169141060468
604,1712169141061520
605,1712169141062572
606,1712169141063625
607,1712169141064677
608,1712169141065729
609,1712169141066781
610,1712169141067833
611,1712169141068885
612,1712169141069937
613,1712169141070998
614,1712169141072049
615,1712169141073271
616,1712169141074514
617,1712169141075584
618,1712169141076623
619,1712169141077675
620,1712169141078727
621,1712169141079779
622,1712169141080831
623,1712169141081883
624,1712169141082935
625,1712169141083987
626,1712169141085038
627,1712169141086090
628,1712169141087142
629,1712169141088194
630,1712169141089246
631,1712169141090298
632,1712169141091350
633,1712169141092402
634,1712169141093454
635,1712169141094506
636,1712169141095559
637,1712169141096611
638,1712169141097663
639,1712169141098715
640,1712169141099767
641,1712169141100819
642,1712169141101871
643,1712169141102923
644,1712169141103975
645,1712169141105026
646,1712169141106078
647,1712169141107130
648,1712169141108182
649,1712169141109234
650,1712169141110286
651,1712169141111338
652,1712169141112390
653,1712169141113442
654,1712169141114508
655,1712169141115562
656,1712169141116614
657,1712169141117665
658,1712169141118717
659,1712169141119770
660,1712169141120822
661,1712169141121876
662,1712169141122927
663,1712169141123979
664,1712169141125031
665,1712169141126083
666,1712169141127137
667,1712169141128188
668,1712169141129240
669,1712169141130292
670,1712169141131344
671,1712169141132397
672,1712169141133449
673,1712169141134501
674,1712169141135553
675,1712169141136560
676,1712169141137616
677,1712169141138670
678,1712169141139722
679,1712169141140777
680,1712169141141830
681,1712169141142882
682,1712169141143934
683,1712169141144985
684,1712169141146037
685,1712169141147089
686,1712169141148141
687,1712169141149193
688,1712169141150245
689,1712169141151297
690,1712169141152349
691,1712169141153401
692,1712169141154453
693,1712169141155505
694,1712169141156557
695,1712169141157609
696,1712169141158661
697,1712169141159713
698,1712169141160765
699,1712169141161817
700,1712169141162870
701,1712169141163922
702,1712169141164974
703,1712169141166026
704,1712169141167078
705,1712169141168131
706,1712169141169183
707,1712169141170235
708,1712169141171287
709,1712169141172340
710,1712169141173392
711,1712169141174444
712,1712169141175496
713,1712169141176549
714,1712169141177601
715,1712169141178653
716,1712169141179705
717,1712169141180757
718,1712169141181810
719,1712169141182862
720,1712169141183914
721,1712169141184966
722,1712169141186019
723,1712169141187071
724,1712169141188123
725,1712169141189175
726,1712169141190227
727,1712169141191280
728,1712169141192332
729,1712169141193384
730,1712169141194436
731,1712169141195488
732,1712169141196541
733,1712169141197593
734,1712169141198645
735,1712169141199698
736,1712169141200750
737,1712169141201802
738,1712169141202854
739,1712169141203906
740,1712169141204959
741,1712169141206011
742,1712169141207063
743,1712169141208115
744,1712169141209168
745,1712169141210220
746,1712169141211272
747,1712169141212324
748,1712169141213376
749,1712169141214429
750,1712169141215481
751,1712169141216533
752,1712169141217585
753,1712169141218637
754,1712169141219690
755,1712169141220742
756,1712169141221794
757,1712169141222846
758,1712169141223899
759,1712169141224951
760,1712169141225954
761,1712169141229006
762,1712169141230028
763,1712169141231091
764,1712169141232164
765,1712169141233231
766,1712169141234317
767,1712169141235352
768,1712169141236423
769,1712169141237479
770,1712169141238525
771,1712169141239581
772,1712169141240633
773,1712169141241685
774,1712169141242753
775,1712169141243811
776,1712169141244909
777,1712169141245966
778,1712169141247049
779,1712169141248086
780,1712169141249150
781,1712169141250214
782,1712169141251281
783,1712169141252345
784,1712169141253396
785,1712169141254443
786,1712169141255494
787,1712169141256547
788,1712169141257599
789,1712169141258650
790,1712169141259703
791,1712169141260754
792,1712169141261806
793,1712169141262858
794,1712169141263910
795,1712169141264962
796,1712169141266014
797,1712169141267066
798,1712169141268119
799,1712169141269170
800,1712169141270222
801,1712169141271274
802,1712169141272326
803,1712169141273378
804,1712169141274430
805,1712169141275482
806,1712169141276534
807,1712169141277586
808,1712169141278638
809,1712169141279690
810,1712169141280742
811,1712169141281793
812,1712169141282845
813,1712169141283898
814,1712169141284950
815,1712169141286003
816,1712169141287055
817,1712169141288107
818,1712169141289159
819,1712169141290211
820,1712169141291264
821,1712169141292316
822,1712169141293368
823,1712169141294420
824,1712169141295472
825,1712169141296525
826,1712169141297577
827,1712169141298629
828,1712169141299681
829,1712169141300733
830,1712169141301786
831,1712169141302838
832,1712169141303891
833,1712169141304942
834,1712169141305995
835,1712169141307047
836,1712169141308100
837,1712169141309152
838,1712169141310204
839,1712169141311256
840,1712169141312309
841,1712169141313361
842,1712169141314413
843,1712169141315465
844,1712169141316517
845,1712169141317649
846,1712169141318703
847,1712169141319755
848,1712169141320808
849,1712169141321860
850,1712169141322912
851,1712169141323964
852,1712169141325032
853,1712169141326085
854,1712169141327137
855,1712169141328190
856,1712169141329242
857,1712169141330294
858,1712169141331347
859,1712169141332399
860,1712169141333451
861,1712169141334503
862,1712169141335556
863,1712169141336608
864,1712169141337821
865,1712169141338874
866,1712169141339929
867,1712169141340982
868,1712169141342034
869,1712169141343085
870,1712169141344138
871,1712169141345189
872,1712169141346241
873,1712169141347293
874,1712169141348345
875,1712169141349397
876,1712169141350449
877,1712169141351501
878,1712169141352553
879,1712169141353605
880,1712169141354657
881,1712169141355709
882,1712169141356761
883,1712169141357813
884,1712169141358865
885,1712169141359917
886,1712169141360970
887,1712169141362022
888,1712169141363074
889,1712169141364127
890,1712169141365179
891,1712169141366231
892,1712169141367284
893,1712169141368336
894,1712169141369389
895,1712169141370441
896,1712169141371493
897,1712169141372546
898,1712169141373598
899,1712169141374650
900,1712169141375703
901,1712169141376755
902,1712169141377808
903,1712169141378859
904,1712169141379912
905,1712169141380964
906,1712169141382017
907,1712169141383069
908,1712169141384122
909,1712169141385174
910,1712169141386226
911,1712169141387278
912,1712169141388331
913,1712169141389383
914,1712169141390436
915,1712169141391488
916,1712169141392541
917,1712169141393593
918,1712169141394645
919,1712169141395698
920,1712169141396750
921,1712169141397802
922,1712169141398854
923,1712169141399907
924,1712169141400959
925,1712169141402011
926,1712169141403064
927,1712169141404116
928,1712169141405169
929,1712169141406221
930,1712169141407273
931,1712169141408326
932,1712169141409378
933,1712169141410430
934,1712169141411485
935,1712169141412536
936,1712169141413588
937,1712169141414640
938,1712169141415693
939,1712169141416745
940,1712169141417797
941,1712169141418849
942,1712169141419902
943,1712169141420955
944,1712169141422007
945,1712169141423059
946,1712169141424112
947,1712169141425164
948,1712169141426216
949,1712169141427268
950,1712169141428321
951,1712169141429373
952,1712169141430426
953,1712169141431478
954,1712169141432531
955,1712169141433583
956,1712169141434635
957,1712169141435688
958,1712169141436740
959,1712169141437792
960,1712169141438845
961,1712169141439897
962,1712169141440950
963,1712169141442002
964,1712169141443054
965,1712169141444107
966,1712169141445159
967,1712169141446211
968,1712169141447263
969,1712169141448316
970,1712169141449368
971,1712169141450420
972,1712169141451473
973,1712169141452525
974,1712169141453578
975,1712169141454630
976,1712169141455683
977,1712169141456735
978,1712169141457787
979,1712169141458839
980,1712169141459892
981,1712169141460944
982,1712169141461996
983,1712169141463048
984,1712169141464101
985,1712169141465153
986,1712169141466206
987,1712169141467258
988,1712169141468311
989,1712169141469362
990,1712169141470414
991,1712169141471466
992,1712169141472519
993,1712169141473571
994,1712169141474623
995,1712169141475675
996,1712169141476728
997,1712169141477780
998,1712169141478832
999,1712169141479884
1000,1712169141480937
1001,1712169141481988
1002,1712169141483041
1003,1712169141484093
1004,1712169141485145
1005,1712169141486197
1006,1712169141487250
1007,1712169141488302
1008,1712169141489354
1009,1712169141490406
1010,1712169141491458
1011,1712169141492511
1012,1712169141493563
1013,1712169141494615
1014,1712169141495668
1015,1712169141496720
1016,1712169141497772
1017,1712169141498824
1018,1712169141499876
1019,1712169141500928
1020,1712169141501981
1021,1712169141503033
1022,1712169141504085
1023,1712169141505137
1024,1712169141506195
1025,1712169141507242
1026,1712169141508295
1027,1712169141509347
1028,1712169141510399
1029,1712169141511451
1030,1712169141512504
1031,1712169141513556
1032,1712169141514608
1033,1712169141515660
1034,1712169141516712
1035,1712169141517764
1036,1712169141525548
1037,1712169141526603
1038,1712169141527655
1039,1712169141528707
1040,1712169141529759
1041,1712169141530816
1042,1712169141531875
1043,1712169141532927
1044,1712169141533976
1045,1712169141535028
1046,1712169141536081
1047,1712169141537132
1048,1712169141538184
1049,1712169141539241
1050,1712169141540296
1051,1712169141541348
1052,1712169141542400
1053,1712169141543452
1054,1712169141544504
1055,1712169141545556
1056,1712169141546608
1057,1712169141547660
1058,1712169141548712
1059,1712169141549764
1060,1712169141550816
1061,1712169141551868
1062,1712169141552920
1063,1712169141553972
1064,1712169141555024
1065,1712169141556076
1066,1712169141557128
1067,1712169141558179
1068,1712169141559231
1069,1712169141560283
1070,1712169141561335
1071,1712169141562387
1072,1712169141563439
1073,1712169141564492
1074,1712169141565544
1075,1712169141566596
1076,1712169141567661
1077,1712169141568711
1078,1712169141569763
1079,1712169141570814
1080,1712169141571867
1081,1712169141572918
1082,1712169141573971
1083,1712169141575023
1084,1712169141576076
1085,1712169141577128
1086,1712169141578181
1087,1712169141579233
1088,1712169141580285
1089,1712169141581337
1090,1712169141582390
1091,1712169141583442
1092,1712169141584494
1093,1712169141585546
1094,1712169141586599
1095,1712169141587651
1096,1712169141588703
1097,1712169141589755
1098,1712169141590808
1099,1712169141591860
1100,1712169141592912
1101,1712169141593964
1102,1712169141595017
1103,1712169141596069
1104,1712169141597121
1105,1712169141598173
1106,1712169141599225
1107,1712169141600278
1108,1712169141601332
1109,1712169141602386
1110,1712169141603439
1111,1712169141604492
1112,1712169141605546
1113,1712169141606599
1114,1712169141607653
1115,1712169141608706
1116,1712169141609760
1117,1712169141610813
1118,1712169141611868
1119,1712169141612920
1120,1712169141613974
1121,1712169141615024
1122,1712169141616078
1123,1712169141617132
1124,1712169141618185
1125,1712169141619239
1126,1712169141620293
1127,1712169141621346
1128,1712169141622403
1129,1712169141623454
1130,1712169141624507
1131,1712169141625561
1132,1712169141626614
1133,1712169141627669
1134,1712169141628722
1135,1712169141629775
1136,1712169141630829
1137,1712169141631883
1138,1712169141632936
1139,1712169141633990
1140,1712169141635043
1141,1712169141636097
1142,1712169141637151
1143,1712169141638204
1144,1712169141639258
1145,1712169141640312
1146,1712169141641365
1147,1712169141642419
1148,1712169141643472
1149,1712169141644526
1150,1712169141645579
1151,1712169141646633
1152,1712169141647687
1153,1712169141648740
1154,1712169141649794
1155,1712169141650847
1156,1712169141651902
1157,1712169141652955
1158,1712169141654009
1159,1712169141655062
1160,1712169141656116
1161,1712169141657169
1162,1712169141658223
1163,1712169141659276
1164,1712169141660331
1165,1712169141661384
1166,1712169141662437
1167,1712169141663491
1168,1712169141664545
1169,1712169141665598
1170,1712169141666652
1171,1712169141667705
1172,1712169141668759
1173,1712169141669812
1174,1712169141670866
1175,1712169141671920
1176,1712169141672973
1177,1712169141674027
1178,1712169141675080
1179,1712169141676134
1180,1712169141677187
1181,1712169141678241
1182,1712169141679294
1183,1712169141680348
1184,1712169141681401
1185,1712169141682455
1186,1712169141683508
1187,1712169141684562
1188,1712169141685615
1189,1712169141686669
1190,1712169141687723
1191,1712169141688777
1192,1712169141689830
1193,1712169141690883
1194,1712169141691938
1195,1712169141692991
1196,1712169141694044
1197,1712169141695101
1198,1712169141696152
1199,1712169141697205
1200,1712169141698259
1201,1712169141699312
1202,1712169141700376
1203,1712169141701429
1204,1712169141702482
1205,1712169141703536
1206,1712169141704590
1207,1712169141705644
1208,1712169141706698
1209,1712169141707751
1210,1712169141708804
1211,1712169141709858
1212,1712169141710911
1213,1712169141711965
1214,1712169141713019
1215,1712169141714072
1216,1712169141715126
1217,1712169141716179
1218,1712169141717233
1219,1712169141718286
1220,1712169141719340
1221,1712169141720394
1222,1712169141721447
1223,1712169141722500
1224,1712169141723554
1225,1712169141724608
1226,1712169141725661
1227,1712169141726715
1228,1712169141727769
1229,1712169141728822
1230,1712169141729876
1231,1712169141730929
1232,1712169141731983
1233,1712169141733036
1234,1712169141734090
1235,1712169141735143
1236,1712169141736197
1237,1712169141737250
1238,1712169141738304
1239,1712169141739365
1240,1712169141740421
1241,1712169141741474
1242,1712169141742527
1243,1712169141743565
1244,1712169141744618
1245,1712169141745671
1246,1712169141746724
1247,1712169141747777
1248,1712169141748830
1249,1712169141749883
1250,1712169141750936
1251,1712169141751989
1252,1712169141753042
1253,1712169141754095
1254,1712169141755148
1255,1712169141756201
1256,1712169141757254
1257,1712169141758307
1258,1712169141759360
1259,1712169141760415
1260,1712169141761468
1261,1712169141762521
1262,1712169141763575
1263,1712169141764629
1264,1712169141765682
1265,1712169141766735
1266,1712169141767790
1267,1712169141768843
1268,1712169141769896
1269,1712169141770950
1270,1712169141772004
1271,1712169141773057
1272,1712169141774111
1273,1712169141775164
1274,1712169141776218
1275,1712169141777271
1276,1712169141778325
1277,1712169141779378
1278,1712169141780432
1279,1712169141781485
1280,1712169141782539
1281,1712169141783593
1282,1712169141784647
1283,1712169141785700
1284,1712169141786753
1285,1712169141787807
1286,1712169141788861
1287,1712169141789914
1288,1712169141790967
1289,1712169141792022
1290,1712169141793075
1291,1712169141794128
1292,1712169141795182
1293,1712169141796235
1294,1712169141797289
1295,1712169141798342
1296,1712169141799396
1297,1712169141800456
1298,1712169141801510
1299,1712169141802563
1300,1712169141803617
1301,1712169141804671
1302,1712169141805724
1303,1712169141806777
1304,1712169141807832
1305,1712169141808885
1306,1712169141809938
1307,1712169141810992
1308,1712169141812046
1309,1712169141813099
1310,1712169141814153
1311,1712169141815206
1312,1712169141816260
1313,1712169141817313
1314,1712169141818367
1315,1712169141819420
1316,1712169141820474
1317,1712169141821528
1318,1712169141822581
1319,1712169141823634
1320,1712169141824688
1321,1712169141825745
1322,1712169141826801
1323,1712169141827855
1324,1712169141828909
1325,1712169141829962
1326,1712169141831016
1327,1712169141832069
1328,1712169141833123
1329,1712169141834176
1330,1712169141835230
1331,1712169141836284
1332,1712169141837338
1333,1712169141838391
1334,1712169141839445
1335,1712169141840498
1336,1712169141841552
1337,1712169141842605
1338,1712169141843659
1339,1712169141844713
1340,1712169141845766
1341,1712169141846820
1342,1712169141847874
1343,1712169141848927
1344,1712169141849981
1345,1712169141851034
1346,1712169141852088
1347,1712169141853141
1348,1712169141854195
1349,1712169141855248
1350,1712169141856302
1351,1712169141857356
1352,1712169141858409
1353,1712169141859463
1354,1712169141860517
1355,1712169141861570
1356,1712169141862624
1357,1712169141863678
1358,1712169141864731
1359,1712169141865784
1360,1712169141866838
1361,1712169141867892
1362,1712169141868945
1363,1712169141869999
1364,1712169141871052
1365,1712169141872106
1366,1712169141873160
1367,1712169141874213
1368,1712169141875267
1369,1712169141876321
1370,1712169141877374
1371,1712169141878427
1372,1712169141879481
1373,1712169141880535
1374,1712169141881588
1375,1712169141882642
1376,1712169141883696
1377,1712169141884749
1378,1712169141885803
1379,1712169141886856
1380,1712169141887910
1381,1712169141888963
1382,1712169141890017
1383,1712169141891070
1384,1712169141892124
1385,1712169141893178
1386,1712169141894235
1387,1712169141895286
1388,1712169141896339
1389,1712169141897392
1390,1712169141898446
1391,1712169141899499
1392,1712169141900558
1393,1712169141901611
1394,1712169141902665
1395,1712169141903719
1396,1712169141904772
1397,1712169141905826
1398,1712169141906879
1399,1712169141907933
1400,1712169141908987
1401,1712169141910040
1402,1712169141911094
1403,1712169141912148
1404,1712169141913201
1405,1712169141914255
1406,1712169141915308
1407,1712169141916362
1408,1712169141917416
1409,1712169141918469
1410,1712169141919523
1411,1712169141920577
1412,1712169141921630
1413,1712169141922684
1414,1712169141923737
1415,1712169141924791
1416,1712169141925844
1417,1712169141926898
1418,1712169141927952
1419,1712169141929005
1420,1712169141930059
1421,1712169141931112
1422,1712169141932166
1423,1712169141933219
1424,1712169141934273
1425,1712169141935326
1426,1712169141936380
1427,1712169141937434
1428,1712169141938487
1429,1712169141939547
1430,1712169141940604
1431,1712169141941657
1432,1712169141942711
1433,1712169141943764
1434,1712169141944817
1435,1712169141945870
1436,1712169141946923
1437,1712169141947976
1438,1712169141949036
1439,1712169141950082
1440,1712169141951135
1441,1712169141952189
1442,1712169141953242
1443,1712169141954295
1444,1712169141955348
1445,1712169141956401
1446,1712169141957454
1447,1712169141958507
1448,1712169141959563
1449,1712169141960616
1450,1712169141961669
1451,1712169141962722
1452,1712169141963776
1453,1712169141964830
1454,1712169141965884
1455,1712169141966937
1456,1712169141967992
1457,1712169141969045
1458,1712169141970099
1459,1712169141971153
1460,1712169141972207
1461,1712169141973261
1462,1712169141974314
1463,1712169141975368
1464,1712169141976422
1465,1712169141977476
1466,1712169141978529
1467,1712169141979586
1468,1712169141980638
1469,1712169141981690
1470,1712169141982743
1471,1712169141983797
1472,1712169141984850
1473,1712169141985904
1474,1712169141986957
1475,1712169141988011
1476,1712169141989064
1477,1712169141990119
1478,1712169141991172
1479,1712169141992226
1480,1712169141993279
1481,1712169141994332
1482,1712169141995386
1483,1712169141996440
1484,1712169141997493
1485,1712169141998547
1486,1712169141999601
1487,1712169142000659
1488,1712169142001712
1489,1712169142002766
1490,1712169142003820
1491,1712169142004873
1492,1712169142005927
1493,1712169142006980
1494,1712169142008034
1495,1712169142009087
1496,1712169142010141
1497,1712169142011194
1498,1712169142012248
